"ID","item"
"46706040273","yoghurt"
"46706040273","pasta"
"46706040274","red meat"
"46706040274","pasta"
"46706040274","butter"
"46706040274","chicken"
"46706040274","fish"
"46706040274","coffee"
"46706040274","rice"
"46706040275","soda"
"46706040275","milk"
"46706040275","water"
"46706040275","red meat"
"46706040276","red meat"
"46706040276","minced meat"
"46706040276","water"
"46706040276","rice"
"46706040276","soda"
"46706040276","milk"
"46706040276","butter"
"46706040277","rice"
"46706040277","butter"
"46706040277","fish"
"46706040277","beer"
"46706040277","soda"
"46706040277","pasta"
"46706040278","red meat"
"46706040278","tea"
"46706040278","butter"
"46706040278","rice"
"46706040278","milk"
"46706040279","milk"
"46706040279","minced meat"
"46706040279","soda"
"46706040280","tea"
"46706040280","milk"
"46706040280","soda"
"46706040280","coffee"
"46706040280","potatoes"
"46706040280","pasta"
"46706040281","coffee"
"46706040281","soda"
"46706040281","chicken"
"46706040281","butter"
"46706040281","pasta"
"46706040281","water"
"46706040282","milk"
"46706040282","water"
"46706040282","chicken"
"46706040282","beer"
"46706040282","fish"
"46706040282","juice"
"46706040282","potatoes"
"46706040282","pasta"
"46706040283","minced meat"
"46706040283","butter"
"46706040283","milk"
"46706040283","chicken"
"46706040283","soda"
"46706040283","red meat"
"46706040283","pasta"
"46706040284","pasta"
"46706040284","red meat"
"46706040284","soda"
"46706040284","fish"
"46706040284","milk"
"46706040284","butter"
"46706040284","potatoes"
"46706040284","coffee"
"46706040285","chicken"
"46706040285","water"
"46706040285","red meat"
"46706040285","rice"
"46706040285","coffee"
"46706040285","yoghurt"
"46706040286","fish"
"46706040286","milk"
"46706040286","rice"
"46706040287","milk"
"46706040287","red meat"
"46706040287","pasta"
"46706040288","ice cream"
"46706040288","soda"
"46706040288","rice"
"46706040288","red meat"
"46706040288","fish"
"46706040288","milk"
"46706040289","ice cream"
"46706040289","chicken"
"46706040289","rice"
"46706040289","red meat"
"46706040289","milk"
"46706040289","yoghurt"
"46706040289","tea"
"46706040289","potatoes"
"46706040289","pasta"
"46706040290","rice"
"46706040290","tea"
"46706040290","butter"
"46706040290","milk"
"46706040290","coffee"
"46706040290","soda"
"46706040290","ice cream"
"46706040291","pasta"
"46706040291","fish"
"46706040291","butter"
"46706040291","rice"
"46706040291","minced meat"
"46706040291","chicken"
"46706040291","milk"
"46706040291","yoghurt"
"46706040291","red meat"
"46706040292","milk"
"46706040292","soda"
"46706040292","coffee"
"46706040292","red meat"
"46706040292","pasta"
"46706040292","water"
"46706040292","minced meat"
"46706040292","beer"
"46706040293","milk"
"46706040293","water"
"46706040293","soda"
"46706040293","potatoes"
"46706040293","fish"
"46706040293","ice cream"
"46706040293","butter"
"46706040294","soda"
"46706040294","milk"
"46706040294","ice cream"
"46706040294","fish"
"46706040294","red meat"
"46706040294","potatoes"
"46706040294","pasta"
"46706040295","milk"
"46706040295","water"
"46706040295","fish"
"46706040295","potatoes"
"46706040295","pasta"
"46706040295","juice"
"46706040295","soda"
"46706040295","chicken"
"46706040296","chicken"
"46706040296","water"
"46706040296","milk"
"46706040296","fish"
"46706040297","tea"
"46706040297","rice"
"46706040297","pasta"
"46706040297","butter"
"46706040297","milk"
"46706040298","coffee"
"46706040298","ice cream"
"46706040298","fish"
"46706040298","water"
"46706040298","milk"
"46706040299","rice"
"46706040299","butter"
"46706040299","red meat"
"46706040299","pasta"
"46706040300","butter"
"46706040300","milk"
"46706040300","red meat"
"46706040300","potatoes"
"46706040301","chicken"
"46706040301","rice"
"46706040301","coffee"
"46706040301","red meat"
"46706040301","fish"
"46706040301","butter"
"46706040301","milk"
"46706040301","pasta"
"46706040302","water"
"46706040302","juice"
"46706040302","red meat"
"46706040302","potatoes"
"46706040302","milk"
"46706040302","yoghurt"
"46706040303","rice"
"46706040303","butter"
"46706040303","soda"
"46706040304","soda"
"46706040304","fish"
"46706040304","chicken"
"46706040304","butter"
"46706040304","rice"
"46706040304","pasta"
"46706040305","chicken"
"46706040305","fish"
"46706040305","water"
"46706040305","pasta"
"46706040306","milk"
"46706040306","water"
"46706040306","beer"
"46706040306","potatoes"
"46706040306","chicken"
"46706040306","coffee"
"46706040307","coffee"
"46706040307","rice"
"46706040307","butter"
"46706040307","pasta"
"46706040307","red meat"
"46706040308","pasta"
"46706040308","rice"
"46706040308","water"
"46706040308","milk"
"46706040308","ice cream"
"46706040309","pasta"
"46706040309","tea"
"46706040309","fish"
"46706040309","coffee"
"46706040309","water"
"46706040309","milk"
"46706040309","rice"
"46706040309","red meat"
"46706040309","chicken"
"46706040309","ice cream"
"46706040310","rice"
"46706040310","pasta"
"46706040310","chicken"
"46706040310","milk"
"46706040311","beer"
"46706040311","potatoes"
"46706040311","juice"
"46706040311","water"
"46706040311","fish"
"46706040311","tea"
"46706040311","coffee"
"46706040312","butter"
"46706040312","red meat"
"46706040312","ice cream"
"46706040312","beer"
"46706040312","pasta"
"46706040312","water"
"46706040312","coffee"
"46706040312","fish"
"46706040313","red meat"
"46706040313","minced meat"
"46706040313","chicken"
"46706040313","milk"
"46706040313","pasta"
"46706040314","soda"
"46706040314","chicken"
"46706040314","butter"
"46706040314","milk"
"46706040314","rice"
"46706040314","potatoes"
"46706040314","juice"
"46706040314","red meat"
"46706040314","ice cream"
"46706040314","yoghurt"
"46706040315","milk"
"46706040315","chicken"
"46706040315","juice"
"46706040315","butter"
"46706040316","coffee"
"46706040316","potatoes"
"46706040316","pasta"
"46706040317","butter"
"46706040317","fish"
"46706040317","water"
"46706040317","soda"
"46706040317","milk"
"46706040317","red meat"
"46706040317","rice"
"46706040318","milk"
"46706040318","pasta"
"46706040318","ice cream"
"46706040319","red meat"
"46706040319","rice"
"46706040319","water"
"46706040319","chicken"
"46706040319","tea"
"46706040319","ice cream"
"46706040319","soda"
"46706040319","milk"
"46706040319","potatoes"
"46706040320","pasta"
"46706040320","tea"
"46706040320","milk"
"46706040321","chicken"
"46706040321","water"
"46706040321","beer"
"46706040321","pasta"
"46706040321","soda"
"46706040322","chicken"
"46706040322","butter"
"46706040323","water"
"46706040323","butter"
"46706040323","minced meat"
"46706040323","soda"
"46706040323","red meat"
"46706040324","minced meat"
"46706040324","rice"
"46706040324","soda"
"46706040324","milk"
"46706040324","water"
"46706040324","pasta"
"46706040324","ice cream"
"46706040325","coffee"
"46706040325","water"
"46706040325","rice"
"46706040325","milk"
"46706040326","coffee"
"46706040326","milk"
"46706040326","butter"
"46706040326","red meat"
"46706040326","soda"
"46706040326","fish"
"46706040326","yoghurt"
"46706040326","pasta"
"46706040327","milk"
"46706040327","water"
"46706040327","coffee"
"46706040327","butter"
"46706040327","chicken"
"46706040327","tea"
"46706040327","red meat"
"46706040327","pasta"
"46706040328","chicken"
"46706040328","yoghurt"
"46706040328","red meat"
"46706040328","soda"
"46706040328","coffee"
"46706040328","butter"
"46706040328","rice"
"46706040328","pasta"
"46706040329","juice"
"46706040329","rice"
"46706040329","pasta"
"46706040329","water"
"46706040329","red meat"
"46706040329","tea"
"46706040329","milk"
"46706040329","chicken"
"46706040329","yoghurt"
"46706040330","milk"
"46706040330","fish"
"46706040330","pasta"
"46706040330","beer"
"46706040330","yoghurt"
"46706040330","water"
"46706040330","butter"
"46706040331","butter"
"46706040331","tea"
"46706040331","minced meat"
"46706040331","coffee"
"46706040331","red meat"
"46706040331","rice"
"46706040331","fish"
"46706040331","water"
"46706040331","milk"
"46706040331","pasta"
"46706040332","milk"
"46706040332","minced meat"
"46706040332","fish"
"46706040332","pasta"
"46706040332","rice"
"46706040332","water"
"46706040332","chicken"
"46706040332","coffee"
"46706040333","water"
"46706040333","fish"
"46706040333","juice"
"46706040333","beer"
"46706040333","ice cream"
"46706040333","milk"
"46706040333","potatoes"
"46706040333","yoghurt"
"46706040334","coffee"
"46706040334","potatoes"
"46706040334","minced meat"
"46706040334","tea"
"46706040334","butter"
"46706040335","soda"
"46706040335","red meat"
"46706040335","water"
"46706040335","potatoes"
"46706040336","coffee"
"46706040336","butter"
"46706040336","chicken"
"46706040336","rice"
"46706040336","red meat"
"46706040336","juice"
"46706040336","yoghurt"
"46706040337","pasta"
"46706040337","chicken"
"46706040337","soda"
"46706040337","ice cream"
"46706040338","chicken"
"46706040338","milk"
"46706040338","coffee"
"46706040339","milk"
"46706040339","red meat"
"46706040339","pasta"
"46706040340","butter"
"46706040340","beer"
"46706040340","coffee"
"46706040340","pasta"
"46706040340","milk"
"46706040341","chicken"
"46706040341","milk"
"46706040342","milk"
"46706040342","soda"
"46706040342","potatoes"
"46706040342","water"
"46706040342","rice"
"46706040342","beer"
"46706040342","yoghurt"
"46706040343","milk"
"46706040343","rice"
"46706040343","coffee"
"46706040344","fish"
"46706040344","chicken"
"46706040344","milk"
"46706040344","red meat"
"46706040344","potatoes"
"46706040345","rice"
"46706040345","milk"
"46706040345","coffee"
"46706040345","butter"
"46706040345","water"
"46706040345","red meat"
"46706040345","juice"
"46706040346","ice cream"
"46706040346","milk"
"46706040346","chicken"
"46706040346","potatoes"
"46706040346","rice"
"46706040347","butter"
"46706040347","fish"
"46706040347","pasta"
"46706040347","milk"
"46706040347","rice"
"46706040347","water"
"46706040347","ice cream"
"46706040348","butter"
"46706040348","fish"
"46706040348","ice cream"
"46706040349","chicken"
"46706040349","red meat"
"46706040349","juice"
"46706040350","coffee"
"46706040350","potatoes"
"46706040350","butter"
"46706040350","water"
"46706040350","rice"
"46706040350","minced meat"
"46706040350","red meat"
"46706040351","red meat"
"46706040351","butter"
"46706040351","ice cream"
"46706040351","fish"
"46706040351","chicken"
"46706040351","rice"
"46706040351","milk"
"46706040351","potatoes"
"46706040351","juice"
"46706040352","red meat"
"46706040352","potatoes"
"46706040352","pasta"
"46706040353","soda"
"46706040353","butter"
"46706040353","water"
"46706040353","rice"
"46706040353","ice cream"
"46706040353","beer"
"46706040353","red meat"
"46706040354","water"
"46706040354","chicken"
"46706040354","milk"
"46706040354","rice"
"46706040354","potatoes"
"46706040354","soda"
"46706040354","minced meat"
"46706040354","juice"
"46706040354","ice cream"
"46706040355","butter"
"46706040355","potatoes"
"46706040355","chicken"
"46706040356","water"
"46706040356","pasta"
"46706040356","milk"
"46706040356","chicken"
"46706040356","soda"
"46706040356","fish"
"46706040356","juice"
"46706040356","coffee"
"46706040357","potatoes"
"46706040357","coffee"
"46706040357","red meat"
"46706040357","fish"
"46706040357","yoghurt"
"46706040357","milk"
"46706040357","soda"
"46706040357","ice cream"
"46706040358","water"
"46706040358","potatoes"
"46706040358","milk"
"46706040358","pasta"
"46706040358","red meat"
"46706040358","yoghurt"
"46706040358","coffee"
"46706040358","fish"
"46706040358","rice"
"46706040359","minced meat"
"46706040359","pasta"
"46706040359","chicken"
"46706040359","water"
"46706040359","fish"
"46706040360","pasta"
"46706040360","fish"
"46706040360","juice"
"46706040360","milk"
"46706040360","coffee"
"46706040360","minced meat"
"46706040360","ice cream"
"46706040361","pasta"
"46706040361","rice"
"46706040361","butter"
"46706040361","chicken"
"46706040361","coffee"
"46706040361","red meat"
"46706040361","milk"
"46706040361","fish"
"46706040361","ice cream"
"46706040362","red meat"
"46706040362","butter"
"46706040362","pasta"
"46706040362","potatoes"
"46706040363","chicken"
"46706040363","milk"
"46706040363","fish"
"46706040363","minced meat"
"46706040363","potatoes"
"46706040364","milk"
"46706040364","chicken"
"46706040364","yoghurt"
"46706040364","rice"
"46706040364","butter"
"46706040364","fish"
"46706040365","coffee"
"46706040365","water"
"46706040365","red meat"
"46706040366","milk"
"46706040366","juice"
"46706040366","soda"
"46706040366","water"
"46706040366","fish"
"46706040366","potatoes"
"46706040366","coffee"
"46706040366","butter"
"46706040367","chicken"
"46706040367","water"
"46706040367","coffee"
"46706040367","potatoes"
"46706040367","tea"
"46706040367","red meat"
"46706040367","fish"
"46706040367","ice cream"
"46706040367","rice"
"46706040368","water"
"46706040368","pasta"
"46706040368","fish"
"46706040368","milk"
"46706040369","potatoes"
"46706040369","milk"
"46706040369","beer"
"46706040369","coffee"
"46706040369","rice"
"46706040369","yoghurt"
"46706040369","butter"
"46706040370","butter"
"46706040370","coffee"
"46706040370","pasta"
"46706040370","minced meat"
"46706040370","red meat"
"46706040370","milk"
"46706040370","fish"
"46706040371","red meat"
"46706040371","pasta"
"46706040371","water"
"46706040371","beer"
"46706040371","soda"
"46706040371","chicken"
"46706040371","butter"
"46706040371","coffee"
"46706040371","minced meat"
"46706040371","yoghurt"
"46706040372","minced meat"
"46706040372","water"
"46706040372","soda"
"46706040372","milk"
"46706040372","red meat"
"46706040372","potatoes"
"46706040372","rice"
"46706040372","ice cream"
"46706040373","butter"
"46706040373","juice"
"46706040373","minced meat"
"46706040373","coffee"
"46706040373","fish"
"46706040373","water"
"46706040373","pasta"
"46706040373","potatoes"
"46706040374","butter"
"46706040374","ice cream"
"46706040374","milk"
"46706040374","red meat"
"46706040375","milk"
"46706040375","coffee"
"46706040375","soda"
"46706040375","minced meat"
"46706040375","rice"
"46706040375","butter"
"46706040376","chicken"
"46706040376","water"
"46706040376","milk"
"46706040376","rice"
"46706040376","tea"
"46706040376","soda"
"46706040377","soda"
"46706040377","pasta"
"46706040377","milk"
"46706040377","coffee"
"46706040377","rice"
"46706040377","fish"
"46706040377","chicken"
"46706040377","potatoes"
"46706040378","coffee"
"46706040378","fish"
"46706040378","milk"
"46706040378","rice"
"46706040378","red meat"
"46706040378","water"
"46706040378","potatoes"
"46706040378","butter"
"46706040379","red meat"
"46706040379","pasta"
"46706040379","minced meat"
"46706040379","chicken"
"46706040379","ice cream"
"46706040380","minced meat"
"46706040380","butter"
"46706040380","soda"
"46706040380","red meat"
"46706040381","minced meat"
"46706040381","pasta"
"46706040381","water"
"46706040381","butter"
"46706040381","milk"
"46706040382","pasta"
"46706040382","milk"
"46706040383","water"
"46706040383","chicken"
"46706040383","pasta"
"46706040383","milk"
"46706040383","rice"
"46706040383","fish"
"46706040384","butter"
"46706040384","red meat"
"46706040384","fish"
"46706040385","water"
"46706040385","pasta"
"46706040385","fish"
"46706040385","rice"
"46706040385","butter"
"46706040385","red meat"
"46706040385","ice cream"
"46706040386","ice cream"
"46706040386","milk"
"46706040386","potatoes"
"46706040386","water"
"46706040386","coffee"
"46706040386","beer"
"46706040386","chicken"
"46706040386","red meat"
"46706040386","butter"
"46706040387","pasta"
"46706040387","milk"
"46706040387","tea"
"46706040387","ice cream"
"46706040388","pasta"
"46706040388","coffee"
"46706040388","milk"
"46706040388","rice"
"46706040389","coffee"
"46706040389","water"
"46706040389","rice"
"46706040389","chicken"
"46706040390","coffee"
"46706040390","pasta"
"46706040390","minced meat"
"46706040390","yoghurt"
"46706040391","pasta"
"46706040391","milk"
"46706040391","butter"
"46706040391","tea"
"46706040391","minced meat"
"46706040391","fish"
"46706040391","soda"
"46706040391","yoghurt"
"46706040392","butter"
"46706040392","milk"
"46706040392","soda"
"46706040392","minced meat"
"46706040392","ice cream"
"46706040392","pasta"
"46706040392","fish"
"46706040392","juice"
"46706040392","red meat"
"46706040392","potatoes"
"46706040393","minced meat"
"46706040393","milk"
"46706040393","chicken"
"46706040393","juice"
"46706040393","rice"
"46706040393","pasta"
"46706040394","rice"
"46706040394","juice"
"46706040394","red meat"
"46706040394","coffee"
"46706040394","butter"
"46706040394","chicken"
"46706040395","red meat"
"46706040395","milk"
"46706040395","juice"
"46706040395","coffee"
"46706040395","pasta"
"46706040395","yoghurt"
"46706040395","ice cream"
"46706040396","yoghurt"
"46706040396","red meat"
"46706040396","milk"
"46706040396","fish"
"46706040396","rice"
"46706040396","chicken"
"46706040397","beer"
"46706040397","minced meat"
"46706040397","red meat"
"46706040397","pasta"
"46706040398","coffee"
"46706040398","fish"
"46706040398","water"
"46706040398","butter"
"46706040398","pasta"
"46706040398","rice"
"46706040398","ice cream"
"46706040398","milk"
"46706040398","yoghurt"
"46706040399","rice"
"46706040399","chicken"
"46706040399","potatoes"
"46706040399","juice"
"46706040399","milk"
"46706040399","coffee"
"46706040399","yoghurt"
"46706040400","potatoes"
"46706040400","red meat"
"46706040400","chicken"
"46706040400","coffee"
"46706040400","rice"
"46706040401","chicken"
"46706040401","minced meat"
"46706040401","butter"
"46706040401","yoghurt"
"46706040401","pasta"
"46706040401","rice"
"46706040402","fish"
"46706040402","potatoes"
"46706040402","red meat"
"46706040402","chicken"
"46706040402","minced meat"
"46706040402","beer"
"46706040402","water"
"46706040402","milk"
"46706040402","rice"
"46706040403","soda"
"46706040403","coffee"
"46706040403","minced meat"
"46706040403","rice"
"46706040403","milk"
"46706040403","potatoes"
"46706040403","fish"
"46706040403","chicken"
"46706040403","yoghurt"
"46706040404","fish"
"46706040404","red meat"
"46706040404","rice"
"46706040404","tea"
"46706040404","water"
"46706040404","butter"
"46706040404","pasta"
"46706040405","minced meat"
"46706040405","coffee"
"46706040405","pasta"
"46706040405","milk"
"46706040406","red meat"
"46706040406","soda"
"46706040406","coffee"
"46706040406","rice"
"46706040406","fish"
"46706040406","yoghurt"
"46706040406","chicken"
"46706040406","pasta"
"46706040406","milk"
"46706040407","butter"
"46706040407","chicken"
"46706040407","rice"
"46706040407","fish"
"46706040408","water"
"46706040408","pasta"
"46706040408","milk"
"46706040409","tea"
"46706040409","red meat"
"46706040409","rice"
"46706040409","milk"
"46706040410","potatoes"
"46706040410","fish"
"46706040410","soda"
"46706040410","milk"
"46706040410","chicken"
"46706040410","rice"
"46706040410","water"
"46706040410","yoghurt"
"46706040411","water"
"46706040411","chicken"
"46706040411","beer"
"46706040411","juice"
"46706040411","milk"
"46706040411","soda"
"46706040411","red meat"
"46706040411","pasta"
"46706040411","yoghurt"
"46706040411","ice cream"
"46706040412","butter"
"46706040412","coffee"
"46706040412","chicken"
"46706040412","water"
"46706040412","milk"
"46706040413","fish"
"46706040413","chicken"
"46706040413","rice"
"46706040413","ice cream"
"46706040413","milk"
"46706040413","red meat"
"46706040413","butter"
"46706040414","butter"
"46706040414","milk"
"46706040414","water"
"46706040414","rice"
"46706040415","water"
"46706040415","pasta"
"46706040415","milk"
"46706040415","butter"
"46706040415","rice"
"46706040415","chicken"
"46706040415","tea"
"46706040415","red meat"
"46706040415","fish"
"46706040416","milk"
"46706040416","chicken"
"46706040416","red meat"
"46706040416","pasta"
"46706040416","butter"
"46706040416","yoghurt"
"46706040416","rice"
"46706040416","potatoes"
"46706040417","pasta"
"46706040417","water"
"46706040417","chicken"
"46706040417","milk"
"46706040418","juice"
"46706040418","rice"
