"ID","item"
"Y72WPNHD","rice"
"QCTJ26DI","rice"
"O1AHSKKY","rice"
"CMN186CV","rice"
"NG9YTB53","rice"
"H9Q3VMQ3","rice"
"CYXDSMW0","rice"
"ST7MQ1WG","rice"
"MTQOM27E","rice"
"KNTSN3EJ","rice"
"93G6C21W","rice"
"5BP27R2R","rice"
"Y4061IYJ","rice"
"RYZ3LLLC","rice"
"YJ1AM65N","rice"
"494LXWNB","rice"
"F9RHTUSK","rice"
"CZZIZWFS","rice"
"4RB3THIO","rice"
"OJH7U7XK","rice"
"WKFYVWKL","rice"
"3E7DUFUK","rice"
"YPQ9TCA4","rice"
"O1GV8RIU","rice"
"D5YV2I19","rice"
"GVTDAYCG","rice"
"KUYCTJO7","rice"
"LSPF0JEM","rice"
"ICN9ZQCL","rice"
"SFBX1P12","rice"
"0HRPYT7M","rice"
"3YV3510A","rice"
"SYMBC3GG","rice"
"DDNN5WFM","rice"
"5N94X2LG","rice"
"M5UIKC4Y","rice"
"Y7T94AWK","rice"
"BZZF3XNK","rice"
"QGE6Q0WB","rice"
"RHRS58A4","rice"
"J14TLHYO","rice"
"F3Z3NM5J","rice"
"O881EB4Y","rice"
"JMF7MZT9","rice"
"V2Q2FZD1","rice"
"BN72IR6R","rice"
"U724U3J3","rice"
"0WARKNY5","rice"
"HALSQJV6","rice"
"ZCWSAAJ2","rice"
"NKT365YI","rice"
"7EYMDKP6","rice"
"O4CZBGJA","rice"
"RD0RDSMU","rice"
"KC1JUWKB","rice"
"WX2E0XWY","rice"
"BQP3ZBB2","rice"
"99JCHQYM","rice"
"XPK3C6F5","rice"
"XA560WHF","rice"
"FBKH3SPG","rice"
"4F4YT1DS","rice"
"R175MWZM","rice"
"YKJFKOTD","rice"
"2HVH21EC","rice"
"ZA0P2TKS","rice"
"XRE2M5IX","rice"
"XN2JQTGJ","rice"
"R5PBBKFI","rice"
"M9D2NVKE","rice"
"6Z0O6JIE","rice"
"640JZN53","rice"
"N6877MS9","rice"
"2HTY588X","rice"
"08DS3W5F","rice"
"EEJA2B5Q","rice"
"AOX7TSK4","rice"
"CF6K16OH","rice"
"TI5DXLPG","rice"
"BV11FVK7","rice"
"MZZ9TN95","rice"
"R29XFH33","rice"
"RWYBQ831","rice"
"4L13L6YD","rice"
"Q0MGKSVX","rice"
"HUBM7E58","rice"
"FEBGRA3U","rice"
"DLETE2ST","rice"
"1B9VLJWM","rice"
"OF1SEM4M","rice"
"HOSXACCA","rice"
"8DV4WDAL","rice"
"3KPTTZGP","rice"
"GKFVDODR","rice"
"0WNWW2VN","rice"
"PF5NF6UJ","rice"
"8PBXBUEU","rice"
"XI4H762C","rice"
"06ZTB64R","rice"
"ZUPE4F5Q","rice"
"P41SXF00","rice"
"V2WWNMU5","rice"
"V1OOZRE7","rice"
"CQCTGJAO","rice"
"1O5Y0LC9","rice"
"0SQAWLER","rice"
"BXC0FKLO","rice"
"N22EU2HM","rice"
"YE9UZ012","rice"
"1T0N5HZM","rice"
"CN4NM053","rice"
"WO1M98XO","rice"
"W50TO9DV","rice"
"6ZUJC6LC","rice"
"P9BA8WNL","rice"
"2MCZET9Y","rice"
"BSJGIRR1","rice"
"9EYJHUFK","rice"
"ML6BZRD7","rice"
"F4BRVJ10","rice"
"CYWP8PAO","rice"
"F9RYRQ2Y","rice"
"L412QKWE","rice"
"0XJ7TM8G","rice"
"3QJH56VK","rice"
"91B17VIP","rice"
"56VPTI72","rice"
"5F6UA7S9","rice"
"BNUC9L91","rice"
"92HAF4PR","rice"
"H37AYQUU","rice"
"Y3HNDM9M","rice"
"QIEJSFPM","rice"
"FUVD8CQ5","rice"
"L6798ZJ6","rice"
"YG66Q8MI","rice"
"HSDG0KSP","rice"
"SXW1SMYM","rice"
"LSVT58OX","rice"
"4C79GIZN","rice"
"LFVWL31T","rice"
"MV4IUBC1","rice"
"DG4XRFY7","rice"
"Y5AVY30V","rice"
"2QEP5W4H","rice"
"4920JFWZ","rice"
"7CUI7WI3","rice"
"YZVYMTES","rice"
"5Z1I1UZO","rice"
"AZ30FJR4","rice"
"7823PZ5K","rice"
"FE4MMVY5","rice"
"JH8RS2O2","rice"
"29X3WIIY","rice"
"X24YH3Z6","rice"
"W4Q8X20Q","rice"
"JPEHMSWV","rice"
"7KYIYJF4","rice"
"WP57BI82","rice"
"NVUN4HOI","rice"
"JX9DHQU6","rice"
"5OAGK7PV","rice"
"8U0GMK0W","rice"
"D95DCYEN","rice"
"HKV01PIT","rice"
"N6U0TYHU","rice"
"DVENHYRK","rice"
"JOV3Z5GN","rice"
"E0Q4FBW1","rice"
"PD2Z2XPI","rice"
"L5LV8VDS","rice"
"BQP2L945","rice"
"8NHQJ0HM","rice"
"6SGEGP7W","rice"
"SKZG4844","rice"
"JL6BX2HI","rice"
"T3TS4OYM","rice"
"CS41MR8U","rice"
"TWTL1F5H","rice"
"UF3LI9PM","rice"
"0E45ELDI","rice"
"C1XP5OLB","rice"
"OGYYAR7J","rice"
"HRGZRF3D","rice"
"A71FK6CB","rice"
"W8GPJU4I","rice"
"36YGOCYQ","rice"
"9MY7489P","rice"
"JH56DR1C","rice"
"99BGOMN6","rice"
"S4NYCGUT","rice"
"KTVT4ERC","rice"
"5YCVH2B8","rice"
"ZEQ5ILKX","rice"
"TIWZXSJU","rice"
"USUBDK5N","rice"
"HKHKDAD3","rice"
"ROLXAGZ3","rice"
"TA0FX7NH","rice"
"NELRJPQ5","rice"
"CA67CS8H","rice"
"2DZZRE5D","rice"
"OWNDBN57","rice"
"80M7JDEL","rice"
"GQQ8U7S3","rice"
"BHGQMLCF","rice"
"KFFP403A","rice"
"DO1HHCUU","rice"
"LB7CDQ0Z","rice"
"DIPVCVJO","rice"
"OHBBT5AC","rice"
"W0K2WX4T","rice"
"T7NVF30W","rice"
"NSO9A5US","rice"
"4RVVCZ4Q","rice"
"AJT02UZT","rice"
"87G5SQGZ","rice"
"75TWVGX5","rice"
"P7ZC2M7K","rice"
"GW1TJJUA","rice"
"AKX3ZKX5","rice"
"WK54ZP1Z","rice"
"X7HAMB76","rice"
"MYS7JRO3","rice"
"225M3NLJ","rice"
"E6OACRTJ","rice"
"DIHOX9QE","rice"
"D02IHJDB","rice"
"88X0IH4B","rice"
"0TV25BA3","rice"
"ZBEI1ID5","rice"
"5SXU1X48","rice"
"4IELK60U","rice"
"26JOPOKA","rice"
"5BBBUNE2","rice"
"VM4PA3LG","rice"
"0MTI4EKL","rice"
"ZB1VAIQW","rice"
"0AY33TUD","rice"
"N7H16C2L","rice"
"MDBMIUMY","rice"
"JG0O498S","rice"
"MTJNXZHM","rice"
"FEXH2YM0","rice"
"FSZ992VU","rice"
"O3U6I4IP","rice"
"5MC8YE95","rice"
"L4NI0B69","rice"
"4ZSD4C52","rice"
"8BRFLY2O","rice"
"4HX49TAY","rice"
"SUNUAFWR","rice"
"BHJ57YUI","rice"
"VOZ5AA56","rice"
"XTQ1O1FD","rice"
"ZYM4N3FP","rice"
"45FUUIN2","rice"
"X77G0FH3","rice"
"K1XM05MK","rice"
"S1ANKU21","rice"
"F8HRSZ6P","rice"
"X9T2GDVM","rice"
"NMOMANJ9","rice"
"M5YBD0IL","rice"
"B7167QKM","rice"
"NMHQ3QEF","rice"
"RDML12K9","rice"
"0JUTDKWP","rice"
"HJ9R843L","rice"
"Z6AZ1LTD","rice"
"GQBOES1Z","rice"
"5RNXEQVJ","rice"
"OES5CDZE","rice"
"XLUIZBIC","rice"
"ZSEZ95Q4","rice"
"KQRE5FTA","rice"
"7UY667VD","rice"
"WS5R03WR","rice"
"UZDBJFB9","rice"
"L5YXJQCB","rice"
"SFKHLLXQ","rice"
"NS4I6KT9","rice"
"S10UAD8I","rice"
"TNM4SQEG","rice"
"V0V7SWWC","rice"
"N219WQ9S","rice"
"Z9DHXE4C","rice"
"TRQDO6RB","rice"
"GVVHSDO8","rice"
"HWT9PACE","rice"
"VUQCA9BF","rice"
"5CG6JSHB","rice"
"P9V1Q6F6","rice"
"XQ9Y6R4G","rice"
"6YVQN3O4","rice"
"UDLYU14Y","rice"
"R189VB2I","rice"
"I91GOLX0","rice"
"IR10OWY1","rice"
"A8O6BF4X","rice"
"UT1OS8RL","rice"
"32AJLW38","rice"
"GMKGBM9F","rice"
"C9J4729Z","rice"
"Z5DH4OOD","rice"
"STOTAOH0","rice"
"9NDFPPMP","rice"
"QSW1K0BR","rice"
"HM6I40ZS","rice"
"5PWV1L51","rice"
"WNCWD83M","rice"
"8LU1WE0W","rice"
"H757CQYG","rice"
"AK8A0WFR","rice"
"9YXGKXVR","rice"
"5GYC1V5K","rice"
"C5V8EC9U","rice"
"56W71QI8","rice"
"R341FSCX","rice"
"9T5WH11X","rice"
"E2ZECUK2","rice"
"C5G29U41","rice"
"7TY9BHX5","rice"
"1JVQUNL1","rice"
"IC1Y2DWA","rice"
"W8SKHW0S","rice"
"NT199ZOQ","rice"
"E522CJTQ","rice"
"ZSBH8SP2","rice"
"8ZK0VA4N","rice"
"PAY88HSX","rice"
"SACD1Q3K","rice"
"U23224QI","rice"
"FF2CV5SS","rice"
"POLGEA20","rice"
"Z3Z8BRHP","rice"
"G183VD0D","rice"
"BIZP88AM","rice"
"XUS93PNQ","rice"
"SV7KFS7R","rice"
"F39RDKKX","rice"
"XW36W62N","rice"
"JD7HRJ6L","rice"
"TN027NNJ","rice"
"PP44T7WV","rice"
"66FCN6M5","rice"
"0PONZKF2","rice"
"F2YH4RP5","rice"
"HXBVL2K4","rice"
"BLCNT8UB","rice"
"DUT6JY2S","rice"
"UF026FI2","rice"
"1JNOHJSH","rice"
"ZH31FVLN","rice"
"KNYGC0T5","rice"
"MFIK0OQ5","rice"
"8DVQ8HN4","rice"
"ITSK1O9D","rice"
"9X3EVYEX","rice"
"8U4KEIPU","rice"
"ZDJ9AHW0","rice"
"YFAKBB40","rice"
"LUXEM3BG","rice"
"YZUKKJJ6","rice"
"8V13KS1K","rice"
"Z3JPERWB","rice"
"8NUOQJXN","rice"
"KXLC07Y6","rice"
"WBQ0NQ35","rice"
"331IQKO8","rice"
"6VWY1LET","rice"
"8AQ87DIE","rice"
"P3Y01PAF","rice"
"IOONGQTP","rice"
"5IWEVFI1","rice"
"UZY3D4VM","rice"
"9RYB4ZCB","rice"
"1DOX27JZ","rice"
"1QK1DUCB","rice"
"IDSM4UQM","rice"
"AAN8GSBP","rice"
"OMXQLVF2","rice"
"518B1C5Y","rice"
"RYI41Y1X","rice"
"FNSPM2OH","rice"
"CAHWCL0R","rice"
"NMS5TC29","rice"
"FFCCPRQ4","rice"
"XYW9NPCA","rice"
"E33U2D7W","rice"
"TX2O0UE6","rice"
"3MSO3HFA","rice"
"P6Q1ONI0","rice"
"QVGMMHG0","rice"
"Y4DOXSRL","rice"
"FGC7554F","rice"
"BNLLNLSR","rice"
"FY27UZFG","rice"
"V3XO3QU2","rice"
"8TGSJEGW","rice"
"BM1OLK90","rice"
"9SQ1BG8Z","rice"
"HF81JNJC","rice"
"USQFBRZM","rice"
"RYROO72Z","rice"
"FCD7BQU1","rice"
"4F6IQO8M","rice"
"K5T4REYQ","rice"
"BP45KKO7","rice"
"W0JCI9HO","rice"
"7IEQ23DI","rice"
"CYFASUQQ","rice"
"MYG4CGTT","rice"
"3R34CM5W","rice"
"94CJ9GCI","rice"
"T11H407U","rice"
"VDRSD5BU","rice"
"YF2BA1DA","rice"
"0GWA5CWM","rice"
"FENLP6GA","rice"
"LAKB1OIT","rice"
"JZ1ZVVMT","rice"
"3BM3JKB6","rice"
"MTIV58HM","rice"
"3DSJK8XP","rice"
"GB7YRSOX","rice"
"1IBSP07B","rice"
"M1CZY9JD","rice"
"S5ABFOXW","rice"
"VDG1XXK5","rice"
"KS1VEVQG","rice"
"X7NV8SPC","rice"
"ST95HFT8","rice"
"NSMIQP97","rice"
"94RX4R18","rice"
"L9A0UZX1","rice"
"6UC3J60J","rice"
"4SCKKWPA","rice"
"4U4Q7AVZ","rice"
"VZN8JZCZ","rice"
"YOHQEE2B","rice"
"2G74NKRL","rice"
"ASSCQ4G9","rice"
"5WT2VS21","rice"
"4BHC43UB","rice"
"0BAWG120","rice"
"ZGUSWHB0","rice"
"IXBPT3A8","rice"
"FCJ6RXPX","rice"
"NIABYJBB","rice"
"J2KI2X9T","rice"
"PKC713HJ","rice"
"393IOKB6","rice"
"95IARCGY","rice"
"R63B4CVJ","rice"
"YXI1S8Z9","rice"
"EI5W00VB","rice"
"BXCPT5GR","rice"
"TYAZ8VL3","rice"
"8ES47WG9","rice"
"1P3T2S9M","rice"
"R7DAL6ZQ","rice"
"8HPR2XQU","rice"
"VZPSC471","rice"
"RV708XLU","rice"
"H7GPHH8G","rice"
"KFBXAGCJ","rice"
"R6L4U5EZ","rice"
"2P74BELV","rice"
"O2P2ZPOU","rice"
"S2HTZGKE","rice"
"LKTK3LUW","rice"
"8TYDCWOW","rice"
"NCWY6RO2","rice"
"LQT7LW6T","rice"
"DNKFTP18","rice"
"GL5JXXOR","rice"
"1M8LUE6L","rice"
"T58NAMRQ","rice"
"7UEFVXNM","rice"
"KGU0PUUH","rice"
"61RQ1F93","rice"
"JYPCLN7P","rice"
"RE4YZP6B","rice"
"E5OATZ82","rice"
"S7QC8MDJ","rice"
"CKJPK68D","rice"
"8AH6MTI0","rice"
"V21C0LE2","rice"
"2DGLGBB7","rice"
"UYXZKCC7","rice"
"GTF3J5U0","rice"
"ZQPWDO22","rice"
"7MPUXA39","rice"
"31RUFP0I","rice"
"UKM2VL6P","rice"
"DCWOBMBV","rice"
"W3YZ9CS8","rice"
"OSV97SHO","rice"
"XG2ZRJ2N","rice"
"UVCQ4GNK","rice"
"WXBBN1OS","rice"
"FZR7O1D5","rice"
"2J6H7ACB","rice"
"I6FPR61D","rice"
"JO7GMD7A","rice"
"TYQLMR68","rice"
"SO38WVJX","rice"
"CGAM89LU","rice"
"C6VZ3ZPG","rice"
"DNSJFD4Z","rice"
"6707OHHZ","rice"
"H05SBEDM","rice"
"BHDRKMTW","rice"
"35XCALQ5","rice"
"MUSEPDTY","rice"
"Q4KZVWN4","rice"
"PAH91U8M","rice"
"7I54KGE7","rice"
"HKFS5GX9","rice"
"X4ZX0UJJ","rice"
"OGUBPF5F","rice"
"ETWTYXBS","rice"
"OYLORUHQ","rice"
"94MWSEC2","rice"
"HJRWXRZ6","rice"
"XK7CM8X4","rice"
"ZJN2Z79V","rice"
"UAFHJOLU","rice"
"3EJC7UDG","rice"
"LR0L5UKA","rice"
"ZBHEHA7P","rice"
"GPUCQPWZ","rice"
"ALRO8NYC","rice"
"IZML8RO5","rice"
"VCADJ1WN","rice"
"6TA1N012","rice"
"MYV5175T","rice"
"M3TRGK73","rice"
"R873MP4B","rice"
"AUBLDNGT","rice"
"WBC9KQ8W","rice"
"4KW9U2GR","rice"
"18AX92FC","rice"
"1ZWEHROD","rice"
"J76KABUO","rice"
"RUBBCEZ9","rice"
"MBAFFS8U","rice"
"5TONB5TX","rice"
"E0HADT20","rice"
"2U3VTDVL","rice"
"9FUL67WI","rice"
"T46PGBAL","rice"
"RC2S5TQK","rice"
"6BHPHO7R","rice"
"R6L1HE37","rice"
"VV0WRLLN","rice"
"AF251Y7C","rice"
"M4PUS5CI","rice"
"1CU8FT8X","rice"
"O3UZBIO9","rice"
"XV6OSR5M","rice"
"GYHH3UYE","rice"
"A0TB1IFZ","rice"
"VDV2VA2I","rice"
"XQJFKZVC","rice"
"NR33IPQQ","rice"
"BL8TDMJI","rice"
"N2820XKV","rice"
"5CG55WJ2","rice"
"GCUAMMM8","rice"
"0B75ZECZ","rice"
"DDE5N8RZ","rice"
"PAPURHFU","rice"
"NPILQ4DE","rice"
"NTZBNLZD","rice"
"IW5AUYKL","rice"
"INFLME3U","rice"
"VQX2XXBQ","rice"
"MH1VNUUX","rice"
"BOUF39WW","rice"
"9BA9S7WC","rice"
"4D01W2CY","rice"
"6K4QLYY6","rice"
"Y3FK2F2F","rice"
"15G876VV","rice"
"5TKWUR84","rice"
"1MHUEH1X","rice"
"NJ7KAHP9","rice"
"5PNIVV4A","rice"
"IY388OGO","rice"
"7NNGG1OJ","rice"
"SK6OEEZK","rice"
"UBYTOKRZ","rice"
"MPAU8XT9","rice"
"LPZQ9OBO","rice"
"ID4YFV05","rice"
"AU4K5QQ8","rice"
"T08VCLTU","rice"
"FHX6PF0O","rice"
"U4F2VQK0","rice"
"UJC5WV4G","rice"
"6YPW7GSG","rice"
"SNVTOXME","rice"
"13D6LJON","rice"
"48OKCAHZ","rice"
"QT9JW85M","rice"
"6HP2CXCN","rice"
"JP4H4H2L","rice"
"4U944NYE","rice"
"8RZY4MFQ","rice"
"90NW4SGO","rice"
"AOB5W8B1","rice"
"N2QZTC1I","rice"
"RK7HIR5V","rice"
"3A5N304H","rice"
"G2NO6W2E","rice"
"VQMD0G3L","rice"
"4IRGFNLY","rice"
"2XLY690Q","rice"
"VEY71JNH","rice"
"JL2FOVDN","rice"
"7IF4V4CE","rice"
"HLIS5HZ9","rice"
"W0EP3J3Q","rice"
"JPPZRAOF","rice"
"L4NQWS49","rice"
"2M408KP0","rice"
"IKKCGEHV","rice"
"N62GE5OP","rice"
"MTOD0IT6","rice"
"6RKMXUHY","rice"
"B4G4X5YT","rice"
"N7MRGQDD","rice"
"J4UCG2E5","rice"
"RDWHCHNG","rice"
"G5E4D4BF","rice"
"ZGTADGAO","rice"
"OSGV2IIB","rice"
"VA20CW88","rice"
"BFUOIYU1","rice"
"1XPOOBYT","rice"
"UCSJDSWF","rice"
"F7LQQR4R","rice"
"UC7AVI3B","rice"
"6ORD6DK3","rice"
"82ACZXGY","rice"
"CEMNP4ZQ","rice"
"LDMHART5","rice"
"CDZPK2FO","rice"
"54IQ9QJ9","rice"
"A5BUS6UJ","rice"
"H6Y828E6","rice"
"HN56BQ5K","rice"
"9R8L65NJ","rice"
"ELEJ7ROM","rice"
"0DM3QNY3","rice"
"XYIBMPSX","rice"
"SGNEEWC0","rice"
"ZMLDTRR8","rice"
"HUSH0H72","rice"
"WL8RWNUD","rice"
"RY4DIE1H","rice"
"AMIQRPE6","rice"
"Q8V9MZGV","rice"
"F21Y7ILP","rice"
"CQDO5BM4","rice"
"G65G1YN4","rice"
"B7OSV8Y4","rice"
"6E01GL4E","rice"
"GORJ8DDE","rice"
"07V1OEHT","rice"
"ARX8TDQ2","rice"
"I6QR03IM","rice"
"3HPEKRER","rice"
"PVARVST1","rice"
"RNPVZTWC","rice"
"3DKKIBAW","rice"
"WZ0AB3WI","rice"
"L3K7O4QA","rice"
"46DYPEYX","rice"
"M2LONGXO","rice"
"Z82SYRU8","rice"
"E2X1CNCM","rice"
"ME925VTA","rice"
"1F2VLGJ8","rice"
"SW7CAFV6","rice"
"BLEAYCSV","rice"
"4WGH7DIQ","rice"
"MEUZ5VHI","rice"
"DIT77MMW","rice"
"DDS2OZOX","rice"
"EIENWMA3","rice"
"JBV1ARX3","rice"
"3E55I8HN","rice"
"KGZI2M61","rice"
"YF1C2DZA","rice"
"TINNYX30","rice"
"52TUQ2DS","rice"
"TVAE8VKO","rice"
"62JE17YG","rice"
"D288GZP2","rice"
"0USQHJYK","rice"
"XZGU2Z3T","rice"
"1NVB4NA5","rice"
"EC0YSGYN","rice"
"K9F6DBRR","rice"
"9T58FP9J","rice"
"AXBHP8BL","rice"
"Q0K4UOUP","rice"
"8M2SFTR0","rice"
"X3OS7S67","rice"
"0KJ9MVUI","rice"
"GXVT97TH","rice"
"X2IUNKXB","rice"
"5679LBR9","rice"
"OW8WAE27","rice"
"D0B5SE1I","rice"
"LQEZCDWA","rice"
"FOHY5KCN","rice"
"GWAGRLZA","rice"
"DAULZLM1","rice"
"SYHFEVDY","rice"
"TTREFIKQ","rice"
"YLBJXDNT","rice"
"6VX49RBY","rice"
"SVCGV6HZ","rice"
"9Y35GORM","rice"
"2Z42F62H","rice"
"FE1AX3PY","rice"
"LI0Z2Q1C","rice"
"EWZLG0VZ","rice"
"3459CZK2","rice"
"WUOTJLF2","rice"
"W0N7GOWF","rice"
"9GL70IYQ","rice"
"Q9GAI3IN","rice"
"ZQ18IPRM","rice"
"ZRQF1EA3","rice"
"GDMKY5AT","rice"
"KBBTEFVK","rice"
"5PDG0CBQ","rice"
"N45ALZR4","rice"
"QZE4E2A7","rice"
"OKZZ0AO1","rice"
"LEK2TQ9M","rice"
"ET0286LP","rice"
"F0FJJZK2","rice"
"4NH7QASU","rice"
"3MWV1OIO","rice"
"0T1E33L0","rice"
"9746KRA1","rice"
"OJ9AILIQ","rice"
"VVHB9ZIM","rice"
"8B5LYELB","rice"
"4PCUONPI","rice"
"CZCE3QD9","rice"
